State,Web.Group,Measure,Val,Rate,Date
Alabama,Prison,Residents.Confirmed,0,0,3/29/2020
Alabama,Prison,Staff.Confirmed,4,0.001085187,3/29/2020
Alabama,Prison,Residents.Confirmed,0,0,4/5/2020
Alabama,Prison,Residents.Deaths,0,0,4/5/2020
Alabama,Prison,Staff.Confirmed,2,5.43E-04,4/5/2020
Alabama,Prison,Staff.Deaths,0,0,4/5/2020
Alabama,Prison,Residents.Confirmed,3,1.41E-04,4/12/2020
Alabama,Prison,Residents.Deaths,1,4.70E-05,4/12/2020
Alabama,Prison,Staff.Confirmed,6,0.001627781,4/12/2020
Alabama,Prison,Staff.Deaths,0,0,4/12/2020
Alabama,Prison,Residents.Confirmed,4,1.88E-04,4/19/2020
Alabama,Prison,Residents.Deaths,1,4.70E-05,4/19/2020
Alabama,Prison,Staff.Confirmed,9,0.002441671,4/19/2020
Alabama,Prison,Staff.Deaths,0,0,4/19/2020
Alabama,Prison,Residents.Confirmed,6,2.82E-04,4/26/2020
Alabama,Prison,Residents.Deaths,1,4.70E-05,4/26/2020
Alabama,Prison,Staff.Confirmed,16,0.004340749,4/26/2020
Alabama,Prison,Staff.Deaths,0,0,4/26/2020
Alabama,Prison,Residents.Confirmed,9,4.23E-04,5/3/2020
Alabama,Prison,Residents.Deaths,1,4.70E-05,5/3/2020
Alabama,Prison,Staff.Confirmed,17,0.004612046,5/3/2020
Alabama,Prison,Staff.Deaths,0,0,5/3/2020
Alabama,Prison,Residents.Confirmed,9,4.23E-04,5/10/2020
Alabama,Prison,Residents.Deaths,1,4.70E-05,5/10/2020
Alabama,Prison,Staff.Confirmed,30,0.008138904,5/10/2020
Alabama,Prison,Staff.Deaths,0,0,5/10/2020
Alabama,Prison,Residents.Confirmed,9,4.23E-04,5/17/2020
Alabama,Prison,Residents.Deaths,1,4.70E-05,5/17/2020
Alabama,Prison,Staff.Confirmed,43,0.011665762,5/17/2020
Alabama,Prison,Staff.Deaths,0,0,5/17/2020
Alabama,Prison,Residents.Confirmed,12,5.65E-04,5/24/2020
Alabama,Prison,Residents.Deaths,1,4.70E-05,5/24/2020
Alabama,Prison,Staff.Confirmed,61,0.016549105,5/24/2020
Alabama,Prison,Staff.Deaths,0,0,5/24/2020
Alabama,Prison,Residents.Confirmed,22,0.001035051,5/31/2020
Alabama,Prison,Residents.Deaths,2,9.41E-05,5/31/2020
Alabama,Prison,Staff.Confirmed,83,0.022517634,5/31/2020
Alabama,Prison,Staff.Deaths,0,0,5/31/2020
Alabama,Prison,Residents.Confirmed,28,0.001317337,6/7/2020
Alabama,Prison,Residents.Deaths,2,9.41E-05,6/7/2020
Alabama,Prison,Staff.Confirmed,116,0.031470429,6/7/2020
Alabama,Prison,Staff.Deaths,0,0,6/7/2020
Alabama,Prison,Residents.Confirmed,48,0.002258292,6/14/2020
Alabama,Prison,Residents.Deaths,6,2.82E-04,6/14/2020
Alabama,Prison,Staff.Confirmed,144,0.039066739,6/14/2020
Alabama,Prison,Staff.Deaths,0,0,6/14/2020
Alabama,Prison,Residents.Confirmed,63,0.002964008,6/21/2020
Alabama,Prison,Residents.Deaths,10,4.70E-04,6/21/2020
Alabama,Prison,Staff.Confirmed,157,0.042593597,6/21/2020
Alabama,Prison,Staff.Deaths,1,2.71E-04,6/21/2020
Alabama,Prison,Residents.Confirmed,75,0.003528582,6/28/2020
Alabama,Prison,Residents.Deaths,9,4.23E-04,6/28/2020
Alabama,Prison,Staff.Confirmed,173,0.046934346,6/28/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,6/28/2020
Alabama,Prison,Residents.Confirmed,100,0.004704775,7/5/2020
Alabama,Prison,Residents.Deaths,10,4.70E-04,7/5/2020
Alabama,Prison,Staff.Confirmed,203,0.05507325,7/5/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,7/5/2020
Alabama,Prison,Residents.Confirmed,146,0.006868972,7/12/2020
Alabama,Prison,Residents.Deaths,13,6.12E-04,7/12/2020
Alabama,Prison,Staff.Confirmed,233,0.063212154,7/12/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,7/12/2020
Alabama,Prison,Residents.Confirmed,181,0.008515643,7/19/2020
Alabama,Prison,Residents.Deaths,15,7.06E-04,7/19/2020
Alabama,Prison,Staff.Confirmed,281,0.0762344,7/19/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,7/19/2020
Alabama,Prison,Residents.Confirmed,207,0.009738885,7/26/2020
Alabama,Prison,Residents.Deaths,15,7.06E-04,7/26/2020
Alabama,Prison,Staff.Confirmed,303,0.08220293,7/26/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,7/26/2020
Alabama,Prison,Residents.Confirmed,235,0.011056222,8/2/2020
Alabama,Prison,Residents.Deaths,16,7.53E-04,8/2/2020
Alabama,Prison,Staff.Confirmed,333,0.090341834,8/2/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,8/2/2020
Alabama,Prison,Residents.Confirmed,300,0.014114326,8/9/2020
Alabama,Prison,Residents.Deaths,18,8.47E-04,8/9/2020
Alabama,Prison,Staff.Confirmed,348,0.094411286,8/9/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,8/9/2020
Alabama,Prison,Residents.Confirmed,330,0.015525759,8/16/2020
Alabama,Prison,Residents.Deaths,18,8.47E-04,8/16/2020
Alabama,Prison,Staff.Confirmed,353,0.09576777,8/16/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,8/16/2020
Alabama,Prison,Residents.Confirmed,342,0.016090332,8/23/2020
Alabama,Prison,Residents.Deaths,20,9.41E-04,8/23/2020
Alabama,Prison,Staff.Confirmed,361,0.097938144,8/23/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,8/23/2020
Alabama,Prison,Residents.Confirmed,359,0.016890143,8/30/2020
Alabama,Prison,Residents.Deaths,20,9.41E-04,8/30/2020
Alabama,Prison,Staff.Confirmed,367,0.099565925,8/30/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,8/30/2020
Alabama,Prison,Residents.Confirmed,393,0.018489767,9/6/2020
Alabama,Prison,Residents.Deaths,21,9.88E-04,9/6/2020
Alabama,Prison,Staff.Confirmed,374,0.101465003,9/6/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,9/6/2020
Alabama,Prison,Residents.Confirmed,404,0.019007292,9/13/2020
Alabama,Prison,Residents.Deaths,22,0.001035051,9/13/2020
Alabama,Prison,Staff.Confirmed,379,0.102821487,9/13/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,9/13/2020
Alabama,Prison,Residents.Confirmed,409,0.019242531,9/20/2020
Alabama,Prison,Residents.Deaths,23,0.001082098,9/20/2020
Alabama,Prison,Staff.Confirmed,392,0.106348345,9/20/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,9/20/2020
Alabama,Prison,Residents.Confirmed,427,0.020089391,9/27/2020
Alabama,Prison,Residents.Deaths,23,0.001082098,9/27/2020
Alabama,Prison,Staff.Confirmed,404,0.109603907,9/27/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,9/27/2020
Alabama,Prison,Residents.Confirmed,441,0.020748059,10/4/2020
Alabama,Prison,Residents.Deaths,26,0.001223242,10/4/2020
Alabama,Prison,Residents.Tested,2834,0.133333333,10/4/2020
Alabama,Prison,Staff.Confirmed,450,0.122083559,10/4/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,10/4/2020
Alabama,Prison,Residents.Confirmed,441,0.020748059,10/11/2020
Alabama,Prison,Residents.Deaths,26,0.001223242,10/11/2020
Alabama,Prison,Residents.Tested,3155,0.148435662,10/11/2020
Alabama,Prison,Staff.Confirmed,450,0.122083559,10/11/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,10/11/2020
Alabama,Prison,Residents.Confirmed,501,0.023570924,10/18/2020
Alabama,Prison,Residents.Deaths,27,0.001270289,10/18/2020
Alabama,Prison,Residents.Tested,3249,0.152858151,10/18/2020
Alabama,Prison,Staff.Confirmed,478,0.12967987,10/18/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,10/18/2020
Alabama,Prison,Residents.Active,90,0.004234298,10/25/2020
Alabama,Prison,Residents.Confirmed,538,0.025311691,10/25/2020
Alabama,Prison,Residents.Deaths,27,0.001270289,10/25/2020
Alabama,Prison,Residents.Tested,5339,0.251187956,10/25/2020
Alabama,Prison,Staff.Active,67,0.018176886,10/25/2020
Alabama,Prison,Staff.Confirmed,503,0.13646229,10/25/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,10/25/2020
Alabama,Prison,Residents.Active,252,0.011856034,11/1/2020
Alabama,Prison,Residents.Confirmed,711,0.033450953,11/1/2020
Alabama,Prison,Residents.Deaths,28,0.001317337,11/1/2020
Alabama,Prison,Residents.Tested,6555,0.308398024,11/1/2020
Alabama,Prison,Staff.Active,92,0.024959305,11/1/2020
Alabama,Prison,Staff.Confirmed,527,0.142973413,11/1/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,11/1/2020
Alabama,Prison,Residents.Active,231,0.010868031,11/8/2020
Alabama,Prison,Residents.Confirmed,751,0.035332863,11/8/2020
Alabama,Prison,Residents.Deaths,32,0.001505528,11/8/2020
Alabama,Prison,Residents.Tested,6783,0.319124912,11/8/2020
Alabama,Prison,Staff.Active,133,0.036082474,11/8/2020
Alabama,Prison,Staff.Confirmed,542,0.147042865,11/8/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,11/8/2020
Alabama,Prison,Residents.Active,241,0.011338509,11/15/2020
Alabama,Prison,Residents.Confirmed,775,0.036462009,11/15/2020
Alabama,Prison,Residents.Deaths,32,0.001505528,11/15/2020
Alabama,Prison,Residents.Tested,6853,0.322418255,11/15/2020
Alabama,Prison,Staff.Active,170,0.046120456,11/15/2020
Alabama,Prison,Staff.Confirmed,582,0.157894737,11/15/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,11/15/2020
Alabama,Prison,Residents.Active,80,0.00376382,11/22/2020
Alabama,Prison,Residents.Confirmed,834,0.039499858,11/22/2020
Alabama,Prison,Residents.Deaths,34,0.001610306,11/22/2020
Alabama,Prison,Residents.Tested,6915,0.325335215,11/22/2020
Alabama,Prison,Staff.Active,185,0.050189908,11/22/2020
Alabama,Prison,Staff.Confirmed,645,0.174986435,11/22/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,11/22/2020
Alabama,Prison,Residents.Active,130,0.006116208,11/29/2020
Alabama,Prison,Residents.Confirmed,855,0.040225829,11/29/2020
Alabama,Prison,Residents.Deaths,34,0.001599624,11/29/2020
Alabama,Prison,Residents.Tested,7038,0.331122089,11/29/2020
Alabama,Prison,Staff.Active,229,0.062126967,11/29/2020
Alabama,Prison,Staff.Confirmed,667,0.180954965,11/29/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,11/29/2020
Alabama,Prison,Residents.Active,226,0.010632792,12/6/2020
Alabama,Prison,Residents.Confirmed,1033,0.048924884,12/6/2020
Alabama,Prison,Residents.Deaths,43,0.002036563,12/6/2020
Alabama,Prison,Residents.Tested,10550,0.496353799,12/6/2020
Alabama,Prison,Staff.Active,266,0.072164948,12/6/2020
Alabama,Prison,Staff.Confirmed,729,0.197775366,12/6/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,12/6/2020
Alabama,Prison,Residents.Active,199,0.009362503,12/13/2020
Alabama,Prison,Residents.Confirmed,1068,0.050247001,12/13/2020
Alabama,Prison,Residents.Deaths,48,0.002258292,12/13/2020
Alabama,Prison,Residents.Tested,10805,0.508350976,12/13/2020
Alabama,Prison,Staff.Active,270,0.073250136,12/13/2020
Alabama,Prison,Staff.Confirmed,770,0.208898535,12/13/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,12/13/2020
Alabama,Prison,Residents.Active,85,0.003999059,12/20/2020
Alabama,Prison,Residents.Confirmed,1094,0.051470242,12/20/2020
Alabama,Prison,Residents.Deaths,54,0.002540579,12/20/2020
Alabama,Prison,Residents.Tested,11112,0.522794637,12/20/2020
Alabama,Prison,Staff.Active,277,0.075149213,12/20/2020
Alabama,Prison,Staff.Confirmed,795,0.215680955,12/20/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,12/20/2020
Alabama,Prison,Residents.Active,123,0.005786874,12/27/2020
Alabama,Prison,Residents.Confirmed,1164,0.054763585,12/27/2020
Alabama,Prison,Residents.Deaths,54,0.002540579,12/27/2020
Alabama,Prison,Residents.Tested,12688,0.596941896,12/27/2020
Alabama,Prison,Staff.Active,290,0.078676072,12/27/2020
Alabama,Prison,Staff.Confirmed,813,0.220564297,12/27/2020
Alabama,Prison,Staff.Deaths,2,5.43E-04,12/27/2020
Alabama,Prison,Residents.Active,96,0.004516584,1/3/2021
Alabama,Prison,Residents.Confirmed,1164,0.054763585,1/3/2021
Alabama,Prison,Residents.Deaths,54,0.002540579,1/3/2021
Alabama,Prison,Residents.Tested,12681,0.596612562,1/3/2021
Alabama,Prison,Staff.Active,280,0.075963104,1/3/2021
Alabama,Prison,Staff.Confirmed,813,0.220564297,1/3/2021
Alabama,Prison,Staff.Deaths,2,5.43E-04,1/3/2021
Alabama,Prison,Residents.Active,187,0.00879793,1/10/2021
Alabama,Prison,Residents.Confirmed,1266,0.059562456,1/10/2021
Alabama,Prison,Residents.Deaths,54,0.002540579,1/10/2021
Alabama,Prison,Residents.Tested,14989,0.705198777,1/10/2021
Alabama,Prison,Staff.Active,320,0.086814976,1/10/2021
Alabama,Prison,Staff.Confirmed,867,0.235214324,1/10/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,1/10/2021
Alabama,Prison,Residents.Active,133,0.006257351,1/17/2021
Alabama,Prison,Residents.Confirmed,1307,0.061491414,1/17/2021
Alabama,Prison,Residents.Deaths,57,0.002681722,1/17/2021
Alabama,Prison,Residents.Tested,14628,0.688214538,1/17/2021
Alabama,Prison,Staff.Active,340,0.092240912,1/17/2021
Alabama,Prison,Staff.Confirmed,919,0.249321758,1/17/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,1/17/2021
Alabama,Prison,Residents.Active,164,0.007715832,1/24/2021
Alabama,Prison,Residents.Confirmed,1378,0.064831804,1/24/2021
Alabama,Prison,Residents.Deaths,60,0.003598633,1/24/2021
Alabama,Prison,Residents.Tested,14723,0.692684074,1/24/2021
Alabama,Prison,Staff.Active,159,0.043136191,1/24/2021
Alabama,Prison,Staff.Confirmed,959,0.26017363,1/24/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,1/24/2021
Alabama,Prison,Residents.Active,152,0.007151259,1/31/2021
Alabama,Prison,Residents.Confirmed,1413,0.066478476,1/31/2021
Alabama,Prison,Residents.Deaths,60,0.003598633,1/31/2021
Alabama,Prison,Residents.Tested,14773,0.695036462,1/31/2021
Alabama,Prison,Staff.Active,173,0.046934346,1/31/2021
Alabama,Prison,Staff.Confirmed,979,0.265599566,1/31/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,1/31/2021
Alabama,Prison,Residents.Active,194,0.009127264,2/7/2021
Alabama,Prison,Residents.Confirmed,1485,0.069865914,2/7/2021
Alabama,Prison,Residents.Deaths,60,0.003598633,2/7/2021
Alabama,Prison,Residents.Tested,14892,0.700635145,2/7/2021
Alabama,Prison,Staff.Active,172,0.046663049,2/7/2021
Alabama,Prison,Staff.Confirmed,1001,0.271568095,2/7/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,2/7/2021
Alabama,Prison,Residents.Active,160,0.007527641,2/14/2021
Alabama,Prison,Residents.Confirmed,1499,0.070524582,2/14/2021
Alabama,Prison,Residents.Deaths,60,0.003598633,2/14/2021
Alabama,Prison,Residents.Tested,15077,0.709338979,2/14/2021
Alabama,Prison,Staff.Active,158,0.042864894,2/14/2021
Alabama,Prison,Staff.Confirmed,1005,0.272653283,2/14/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,2/14/2021
Alabama,Prison,Residents.Active,89,0.00418725,2/21/2021
Alabama,Prison,Residents.Confirmed,1506,0.070853917,2/21/2021
Alabama,Prison,Residents.Deaths,61,0.002869913,2/21/2021
Alabama,Prison,Residents.Tested,15119,0.711314985,2/21/2021
Alabama,Prison,Staff.Active,160,0.043407488,2/21/2021
Alabama,Prison,Staff.Confirmed,1014,0.275094954,2/21/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,2/21/2021
Alabama,Prison,Residents.Active,31,0.00145848,2/28/2021
Alabama,Prison,Residents.Confirmed,1530,0.071983063,2/28/2021
Alabama,Prison,Residents.Deaths,61,0.002869913,2/28/2021
Alabama,Prison,Residents.Tested,15156,0.713055752,2/28/2021
Alabama,Prison,Staff.Active,80,0.021703744,2/28/2021
Alabama,Prison,Staff.Confirmed,1026,0.278350515,2/28/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,2/28/2021
Alabama,Prison,Residents.Active,52,0.003420378,3/7/2021
Alabama,Prison,Residents.Confirmed,1557,0.073253352,3/7/2021
Alabama,Prison,Residents.Deaths,62,0.002916961,3/7/2021
Alabama,Prison,Residents.Tested,15212,0.715690426,3/7/2021
Alabama,Prison,Staff.Active,57,0.015463918,3/7/2021
Alabama,Prison,Staff.Confirmed,1029,0.279164406,3/7/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,3/7/2021
Alabama,Prison,Residents.Active,33,0.002170624,3/14/2021
Alabama,Prison,Residents.Confirmed,1567,0.07421616,3/14/2021
Alabama,Prison,Residents.Deaths,63,0.002964008,3/14/2021
Alabama,Prison,Residents.Tested,15292,0.719454246,3/14/2021
Alabama,Prison,Staff.Active,58,0.015735214,3/14/2021
Alabama,Prison,Staff.Confirmed,1034,0.28052089,3/14/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,3/14/2021
Alabama,Prison,Residents.Active,34,0.002236401,3/21/2021
Alabama,Prison,Residents.Confirmed,1595,0.075542294,3/21/2021
Alabama,Prison,Residents.Deaths,63,0.002964008,3/21/2021
Alabama,Prison,Residents.Tested,15353,0.722324159,3/21/2021
Alabama,Prison,Staff.Active,60,0.016277808,3/21/2021
Alabama,Prison,Staff.Confirmed,1036,0.281063483,3/21/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,3/21/2021
Alabama,Prison,Staff.Initiated,172,0.046663049,3/21/2021
Alabama,Prison,Residents.Active,45,0.002771277,3/28/2021
Alabama,Prison,Residents.Confirmed,1611,0.076300085,3/28/2021
Alabama,Prison,Residents.Deaths,64,0.003031164,3/28/2021
Alabama,Prison,Residents.Tested,15510,0.729710656,3/28/2021
Alabama,Prison,Staff.Active,64,0.017362995,3/28/2021
Alabama,Prison,Staff.Confirmed,1039,0.281877374,3/28/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,3/28/2021
Alabama,Prison,Staff.Initiated,487,0.132121541,3/28/2021
Alabama,Prison,Residents.Active,50,0.002352388,4/4/2021
Alabama,Prison,Residents.Confirmed,1632,0.077294686,4/4/2021
Alabama,Prison,Residents.Deaths,65,0.003078526,4/4/2021
Alabama,Prison,Residents.Initiated,871,0.040978593,4/4/2021
Alabama,Prison,Residents.Tested,15574,0.732721713,4/4/2021
Alabama,Prison,Staff.Active,55,0.014921324,4/4/2021
Alabama,Prison,Staff.Confirmed,1040,0.282148671,4/4/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,4/4/2021
Alabama,Prison,Staff.Initiated,768,0.208355941,4/4/2021
Alabama,Prison,Residents.Active,64,0.003011056,4/11/2021
Alabama,Prison,Residents.Confirmed,1635,0.077436772,4/11/2021
Alabama,Prison,Residents.Deaths,65,0.003058104,4/11/2021
Alabama,Prison,Residents.Initiated,1184,0.05570454,4/11/2021
Alabama,Prison,Residents.Tested,15669,0.737191249,4/11/2021
Alabama,Prison,Staff.Active,55,0.014921324,4/11/2021
Alabama,Prison,Staff.Confirmed,1044,0.283233858,4/11/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,4/11/2021
Alabama,Prison,Staff.Initiated,826,0.224091156,4/11/2021
Alabama,Prison,Residents.Active,24,0.001129146,4/18/2021
Alabama,Prison,Residents.Confirmed,1638,0.077578858,4/18/2021
Alabama,Prison,Residents.Deaths,65,0.003058104,4/18/2021
Alabama,Prison,Residents.Initiated,1740,0.081863091,4/18/2021
Alabama,Prison,Residents.Tested,15703,0.738790873,4/18/2021
Alabama,Prison,Staff.Active,22,0.00596853,4/18/2021
Alabama,Prison,Staff.Confirmed,1044,0.283233858,4/18/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,4/18/2021
Alabama,Prison,Staff.Initiated,824,0.223548562,4/18/2021
Alabama,Prison,Residents.Active,7,3.29E-04,4/25/2021
Alabama,Prison,Residents.Confirmed,1644,0.077863029,4/25/2021
Alabama,Prison,Residents.Deaths,65,0.003058104,4/25/2021
Alabama,Prison,Residents.Initiated,1972,0.09277817,4/25/2021
Alabama,Prison,Residents.Tested,15877,0.746977182,4/25/2021
Alabama,Prison,Staff.Active,22,0.00596853,4/25/2021
Alabama,Prison,Staff.Confirmed,1045,0.283505155,4/25/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,4/25/2021
Alabama,Prison,Staff.Initiated,830,0.225176343,4/25/2021
Alabama,Prison,Residents.Active,12,5.65E-04,5/2/2021
Alabama,Prison,Residents.Confirmed,1647,0.078005115,5/2/2021
Alabama,Prison,Residents.Deaths,65,0.003058104,5/2/2021
Alabama,Prison,Residents.Initiated,2798,0.131639614,5/2/2021
Alabama,Prison,Residents.Tested,15986,0.752105387,5/2/2021
Alabama,Prison,Staff.Active,22,0.00596853,5/2/2021
Alabama,Prison,Staff.Confirmed,1045,0.283505155,5/2/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,5/2/2021
Alabama,Prison,Staff.Initiated,838,0.227346717,5/2/2021
Alabama,Prison,Residents.Active,9,4.23E-04,5/9/2021
Alabama,Prison,Residents.Confirmed,1649,0.078099839,5/9/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,5/9/2021
Alabama,Prison,Residents.Initiated,3508,0.165043519,5/9/2021
Alabama,Prison,Residents.Tested,16033,0.754316631,5/9/2021
Alabama,Prison,Staff.Active,21,0.005697233,5/9/2021
Alabama,Prison,Staff.Confirmed,1046,0.283776451,5/9/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,5/9/2021
Alabama,Prison,Staff.Initiated,839,0.227618014,5/9/2021
Alabama,Prison,Residents.Active,4,1.88E-04,5/16/2021
Alabama,Prison,Residents.Confirmed,1651,0.078194563,5/16/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,5/16/2021
Alabama,Prison,Residents.Initiated,4845,0.227946366,5/16/2021
Alabama,Prison,Residents.Tested,16074,0.756245589,5/16/2021
Alabama,Prison,Staff.Active,9,0.002441671,5/16/2021
Alabama,Prison,Staff.Confirmed,1052,0.285404232,5/16/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,5/16/2021
Alabama,Prison,Staff.Initiated,846,0.229517092,5/16/2021
Alabama,Prison,Residents.Active,3,1.41E-04,5/23/2021
Alabama,Prison,Residents.Confirmed,1654,0.078336649,5/23/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,5/23/2021
Alabama,Prison,Residents.Initiated,7348,0.345706892,5/23/2021
Alabama,Prison,Residents.Tested,16266,0.765278758,5/23/2021
Alabama,Prison,Staff.Active,11,0.002984265,5/23/2021
Alabama,Prison,Staff.Confirmed,1052,0.285404232,5/23/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,5/23/2021
Alabama,Prison,Staff.Initiated,853,0.231416169,5/23/2021
Alabama,Prison,Residents.Active,5,2.35E-04,5/30/2021
Alabama,Prison,Residents.Confirmed,1655,0.077864032,5/30/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,5/30/2021
Alabama,Prison,Residents.Initiated,9373,0.440978593,5/30/2021
Alabama,Prison,Residents.Tested,16372,0.77026582,5/30/2021
Alabama,Prison,Staff.Active,6,0.001627781,5/30/2021
Alabama,Prison,Staff.Confirmed,1053,0.285675529,5/30/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,5/30/2021
Alabama,Prison,Staff.Initiated,855,0.231958763,5/30/2021
Alabama,Prison,Residents.Active,4,1.88E-04,6/6/2021
Alabama,Prison,Residents.Confirmed,1661,0.078668182,6/6/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,6/6/2021
Alabama,Prison,Residents.Initiated,10579,0.497718184,6/6/2021
Alabama,Prison,Residents.Tested,16437,0.773323924,6/6/2021
Alabama,Prison,Staff.Active,5,0.001356484,6/6/2021
Alabama,Prison,Staff.Confirmed,1055,0.286218123,6/6/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,6/6/2021
Alabama,Prison,Staff.Initiated,859,0.23304395,6/6/2021
Alabama,Prison,Residents.Active,8,3.76E-04,6/13/2021
Alabama,Prison,Residents.Confirmed,1661,0.078146319,6/13/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,6/13/2021
Alabama,Prison,Residents.Initiated,10671,0.502046577,6/13/2021
Alabama,Prison,Residents.Tested,16497,0.776146789,6/13/2021
Alabama,Prison,Staff.Active,7,0.001899078,6/13/2021
Alabama,Prison,Staff.Confirmed,1056,0.286489419,6/13/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,6/13/2021
Alabama,Prison,Staff.Initiated,865,0.234671731,6/13/2021
Alabama,Prison,Residents.Active,6,2.82E-04,6/20/2021
Alabama,Prison,Residents.Confirmed,1662,0.078715544,6/20/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,6/20/2021
Alabama,Prison,Residents.Initiated,10671,0.502046577,6/20/2021
Alabama,Prison,Residents.Tested,16497,0.776146789,6/20/2021
Alabama,Prison,Staff.Active,7,0.001899078,6/20/2021
Alabama,Prison,Staff.Confirmed,1058,0.287032013,6/20/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,6/20/2021
Alabama,Prison,Staff.Initiated,865,0.234671731,6/20/2021
Alabama,Prison,Residents.Active,7,3.29E-04,6/27/2021
Alabama,Prison,Residents.Confirmed,1662,0.078193366,6/27/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,6/27/2021
Alabama,Prison,Residents.Initiated,10811,0.508633263,6/27/2021
Alabama,Prison,Residents.Tested,16743,0.787720536,6/27/2021
Alabama,Prison,Staff.Active,8,0.002170374,6/27/2021
Alabama,Prison,Staff.Confirmed,1058,0.287032013,6/27/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,6/27/2021
Alabama,Prison,Staff.Initiated,871,0.236299512,6/27/2021
Alabama,Prison,Residents.Active,1,4.70E-05,7/4/2021
Alabama,Prison,Residents.Confirmed,1662,0.078193366,7/4/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,7/4/2021
Alabama,Prison,Residents.Initiated,10811,0.508633263,7/4/2021
Alabama,Prison,Residents.Tested,16743,0.787720536,7/4/2021
Alabama,Prison,Staff.Active,7,0.001899078,7/4/2021
Alabama,Prison,Staff.Confirmed,1058,0.287032013,7/4/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,7/4/2021
Alabama,Prison,Staff.Initiated,871,0.236299512,7/4/2021
Alabama,Prison,Residents.Active,3,1.41E-04,7/11/2021
Alabama,Prison,Residents.Confirmed,1664,0.078287462,7/11/2021
Alabama,Prison,Residents.Deaths,66,0.003105152,7/11/2021
Alabama,Prison,Residents.Initiated,10947,0.515031757,7/11/2021
Alabama,Prison,Residents.Tested,16841,0.792331216,7/11/2021
Alabama,Prison,Staff.Active,7,0.001899078,7/11/2021
Alabama,Prison,Staff.Confirmed,1059,0.28730331,7/11/2021
Alabama,Prison,Staff.Deaths,3,8.14E-04,7/11/2021
Alabama,Prison,Staff.Initiated,874,0.237113402,7/11/2021
Alabama,Prison,Residents.Active,4,1.88E-04,7/18/2021
